# Program:featureCounts v1.6.2; Command:"featureCounts" "-p" "-t" "exon" "-T" "2" "-g" "gene_id" "-a" "ref-data/gencode.v35.annotation.gtf" "-o" "output/COAD/counts/expression/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6.txt" "data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam" 
Geneid	Chr	Start	End	Strand	Length	data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam
ENSG00000279706.1	chr9	68250469	68251656	-	1188	0
ENSG00000234506.5	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	68543541;68543541;68545501;68545501;68545717;68545717;68545929;68546559	68543603;68543603;68545624;68545624;68545836;68545836;68546116;68546589	-;-;-;-;-;-;-;-	526	17
ENSG00000135063.19	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	69324567;69324586;69325222;69329325;69336213;69336213;69336213;69336213;69371266;69371499;69371499;69371499;69371499;69375736;69375736;69375736;69375736;69375736;69375782;69375783;69377370;69377370;69377370;69377370;69377370;69377370;69377370;69377611;69377611;69377611;69377611;69377611;69377611;69379576;69382908;69383446;69383630;69383630;69383630;69383630;69383630;69383630;69383630;69383630;69383630;69383947;69383947;69383947;69383947;69383947;69383947;69383947;69383947;69383947;69385795;69385795;69385795;69385795;69385795;69385795;69385795;69385795;69385795;69386559;69388158;69388158;69388158;69388158;69388158;69388158;69388158;69391601;69391601;69391601;69391601;69391601;69391601;69391601;69391601	69324630;69324630;69325723;69329699;69336269;69336269;69336269;69336269;69371435;69371609;69371609;69371609;69371609;69375864;69375864;69375864;69375864;69375864;69375864;69375864;69377477;69377477;69377477;69377477;69377477;69377744;69377477;69377744;69377744;69377744;69377744;69377744;69377744;69383521;69383118;69383521;69383759;69383759;69383759;69383759;69383759;69383759;69383759;69383759;69383759;69384025;69384025;69384025;69384025;69384025;69384025;69384025;69384025;69384025;69385947;69385947;69385947;69388450;69385947;69385947;69385947;69385947;69385947;69387683;69388450;69388445;69388450;69388450;69388450;69388450;69388450;69392439;69392454;69392455;69392455;69392454;69392552;69392439;69392558	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9552	8
ENSG00000225626.4	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	69818394;69818904;69818983;69819177;69819405;69819459;69819827;69820553;69820553;69820557;69820557;69820650;69820650;69820650	69820264;69820267;69820267;69820267;69820264;69820264;69820267;69820667;69820683;69820683;69820660;69820683;69820773;69820739	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2095	0
ENSG00000232590.1	chr9;chr9;chr9	73573615;73577869;73579189	73573844;73577952;73579498	+;+;+	624	0
ENSG00000229857.1	chr9;chr9	76992099;76992796	76992517;76993108	+;+	732	0
ENSG00000231373.1	chr9;chr9;chr9;chr9	77456295;77517443;77518022;77526501	77456522;77517544;77518099;77526697	+;+;+;+	605	0
ENSG00000270691.1	chr9	79850871	79851498	+	628	0
ENSG00000233926.1	chr9;chr9;chr9;chr9;chr9;chr9	81689713;81747943;81747968;81749686;81755042;81775938	81689959;81748079;81748079;81749812;81755452;81776900	+;+;+;+;+;+	1885	5
ENSG00000251776.1	chr9	83200940	83201228	-	289	0
ENSG00000228658.1	chr9;chr9	88971638;88976116	88971845;88976298	+;+	391	0
ENSG00000226206.1	chr9;chr9;chr9	89799695;89803054;89821251	89799948;89803212;89821753	+;+;+	916	1
ENSG00000236316.2	chr9	90742526	90743380	-	855	0
ENSG00000283351.1	chr9	91636264	91636345	-	82	0
ENSG00000283146.1	chr9	93594841	93594894	+	54	0
ENSG00000232063.2	chr9;chr9;chr9	94332459;94338836;94359485	94332988;94339020;94363013	+;+;+	4244	14
ENSG00000285807.1	chr9;chr9	94964369;94965128	94964426;94965624	-;-	555	1
ENSG00000251884.1	chr9	95142449	95142541	-	93	0
ENSG00000230221.2	chr9	95292338	95294810	+	2473	1
ENSG00000188152.13	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	96928310;96928843;96931722;96931722;96935328;96935328;96936425;96936425;96937064;96937064;96937885;96937885;96938364;96939558	96929040;96929040;96932418;96932418;96935456;96935456;96936564;96936564;96937404;96937404;96938001;96938001;96939416;96940253	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3904	9
ENSG00000242375.1	chr9;chr9;chr9	97195351;97196529;97197520	97195590;97196594;97197687	-;-;-	474	4
ENSG00000287070.1	chr9	97921590	97922181	-	592	0
ENSG00000224001.2	chr9;chr9	98234709;98235219	98234914;98235567	+;+	555	0
ENSG00000270995.1	chr9	100120435	100120900	-	466	0
ENSG00000236763.2	chr9	101356466	101356844	-	379	0
ENSG00000136870.10	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	101398873;101399028;101399028;101399089;101399395;101399884;101399926;101399926;101399926;101407412;101407929;101407929;101407929;101407929	101399189;101399189;101399189;101399189;101399530;101400010;101400010;101400010;101400010;101407532;101409937;101410660;101410660;101410660	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3433	1234
ENSG00000204250.3	chr9;chr9;chr9;chr9;chr9	102519636;102578271;102585751;102643131;102657276	102519708;102578396;102585818;102643214;102657514	+;+;+;+;+	590	0
ENSG00000228317.2	chr9;chr9;chr9	105554035;105557114;105557770	105554343;105557175;105558304	-;-;-	906	0
ENSG00000223615.2	chr9	107115784	107115954	+	171	0
ENSG00000070159.14	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	109375466;109375694;109375694;109375694;109375700;109378543;109381652;109381652;109381652;109381652;109382302;109382302;109382302;109382302;109383307;109383423;109383423;109383423;109389233;109389233;109389233;109389233;109389237;109391138;109391138;109391138;109391138;109391138;109391471;109391471;109391471;109391471;109391471;109392599;109397634;109404448;109404448;109404448;109404448;109406462;109406462;109406462;109406462;109408321;109408321;109408321;109408321;109409999;109409999;109409999;109409999;109410229;109410229;109410229;109410229;109420424;109420424;109420424;109420424;109422718;109422718;109422718;109426950;109426950;109426950;109426950;109428621;109428621;109428621;109428621;109433073;109433073;109433073;109433073;109436883;109436883;109436883;109436883;109438114;109438114;109438114;109438114;109445240;109445240;109445240;109445240;109448811;109448811;109448811;109448811;109454496;109454496;109457173;109457173;109457292;109457292;109463297;109463297;109498219;109498219	109375614;109379633;109379633;109379633;109379633;109378980;109381787;109381787;109381787;109381787;109382447;109382447;109382447;109382447;109383551;109383551;109383551;109383551;109389379;109389379;109389379;109389379;109389379;109391199;109391199;109391199;109391199;109391199;109391561;109391561;109391561;109391561;109391561;109392946;109397770;109404608;109404608;109404608;109404608;109406618;109406618;109406618;109406618;109408377;109408377;109408377;109408377;109410076;109410076;109410076;109410076;109410415;109410415;109410415;109410415;109420600;109420600;109420600;109420600;109422852;109422852;109422852;109427122;109427122;109427122;109427122;109428684;109428684;109428684;109428684;109433161;109433161;109433161;109433161;109436970;109436970;109436970;109436970;109438234;109438234;109438234;109438234;109445292;109445292;109445292;109445292;109448855;109448855;109451384;109451384;109454574;109454574;109457215;109457215;109457399;109457399;109463451;109463451;109498307;109498313	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9995	2026
ENSG00000224067.2	chr9;chr9	111802980;111803261	111803217;111803435	+;+	413	0
ENSG00000119457.8	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	112878920;112879257;112886460;112886460;112887330;112887330;112889553;112889725	112879819;112879819;112886616;112886616;112887413;112887413;112890876;112890810	-;-;-;-;-;-;-;-	2465	3
ENSG00000237906.1	chr9;chr9;chr9;chr9;chr9;chr9	112959134;112959350;112959793;112960885;112961674;112962166	112959171;112959451;112959903;112960962;112961814;112962261	-;-;-;-;-;-	566	0
ENSG00000148229.13	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	113407235;113407235;113407235;113408944;113409610;113409610;113409610;113409610;113410055;113410055;113410055;113410228;113410228;113410228;113410617	113408983;113408983;113408983;113408983;113409728;113409728;113410140;113409728;113410350;113410140;113410140;113410408;113410382;113410343;113410675	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2607	9082
ENSG00000196739.15	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	114155537;114162715;114167689;114167715;114168608;114178291;114178291;114178291;114183022;114183022;114183022;114194404;114195959;114195959;114195959;114205102;114205102;114205759;114205759;114206252;114206252;114206252;114209675;114209675;114209675;114210982;114210982;114210982;114217770;114219791;114219791;114222223;114222223;114231079;114231079;114231822;114231822;114235599;114235599;114236981;114236981;114237662;114237662;114240220;114240220;114240220;114240434;114240434;114240434;114242187;114242187;114242187;114243507;114243507;114243507;114245866;114245866;114245866;114250615;114250615;114252593;114252593;114252879;114252879;114258541;114258541;114264355;114264355;114264924;114264924;114265066;114265066;114265422;114265422;114266565;114266565;114267504;114267504;114268807;114269241;114269241;114270728;114270728;114270728;114275661;114275661;114282277;114282277;114282457;114282457;114283709;114283709;114284724;114284724;114288455;114288455;114288702;114288702;114288914;114288914;114289242;114289242;114290058;114290058;114290224;114290224;114290810;114290810;114292103;114292103;114300070;114300070;114300362;114300625;114300625;114301072;114301072;114301072;114301284;114301284;114301284;114301445;114301445;114301445;114301682;114301682;114302082;114302082;114304608;114304608;114306213;114306520;114306520;114307032;114307669;114307669;114307669;114309260;114309260;114309260;114309260;114310549;114310549;114310549	114156012;114162785;114169463;114169463;114169463;114178344;114178344;114178344;114183075;114183075;114183075;114194457;114196012;114196012;114196012;114205146;114205146;114205812;114205812;114206296;114206296;114206296;114209728;114209728;114209728;114211026;114211026;114211026;114218579;114219844;114219844;114222267;114222267;114231132;114231132;114231858;114231866;114235652;114235652;114237034;114237034;114237715;114237715;114240273;114240273;114240273;114240487;114240487;114240487;114242231;114242231;114242231;114243560;114243560;114243560;114246121;114245910;114245910;114250668;114250668;114252653;114252646;114252932;114252932;114258594;114258594;114264408;114264408;114264968;114264968;114265110;114265110;114265475;114265475;114266618;114266618;114267557;114267557;114269294;114269294;114269294;114274230;114270781;114270781;114275768;114275768;114282330;114282330;114282564;114282564;114283762;114283762;114284777;114284777;114288511;114288511;114288755;114288755;114288967;114288967;114289295;114289295;114290111;114290111;114290331;114290331;114290917;114290917;114292210;114292210;114300123;114300123;114300687;114300687;114300687;114301125;114301125;114301125;114301319;114301319;114301319;114301542;114301462;114301462;114301717;114301717;114302108;114302108;114304673;114304673;114306688;114306688;114306688;114307778;114307778;114307778;114307778;114309478;114309339;114309478;114309478;114311528;114311548;114312511	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14011	1261
ENSG00000148180.20	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	121207794;121207800;121209296;121209296;121210236;121210236;121210784;121210784;121231165;121231165;121248276;121265154;121265154;121265661;121268060;121268162;121268163;121268168;121281470;121281470;121281470;121281470;121281472;121282439;121282439;121283319;121286123;121286123;121286592;121297766;121299793;121300056;121300056;121300056;121301963;121301963;121301963;121301963;121301963;121301963;121301963;121301963;121301963;121301963;121302911;121302911;121302911;121302911;121302911;121302911;121302911;121302911;121302911;121308371;121310684;121310684;121310684;121310684;121310684;121310684;121310684;121310684;121310684;121311471;121312339;121312339;121312339;121312339;121312339;121312339;121312339;121312339;121312339;121313934;121313934;121313934;121313934;121313934;121313934;121313934;121313934;121317086;121317086;121317086;121317086;121317086;121317086;121317086;121317086;121317086;121318406;121318406;121318406;121318406;121318406;121318406;121318406;121318406;121318665;121318665;121318665;121318665;121318665;121318665;121318665;121318665;121318735;121321268;121321268;121321268;121321268;121321268;121321268;121321268;121321268;121321268;121324554;121324554;121324554;121324554;121324554;121324554;121324554;121324554;121326512;121326512;121326512;121326512;121326512;121326512;121326512;121326512;121326582;121327308;121327308;121327308;121327308;121327308;121327308;121327308;121327308;121327308;121328853;121328891;121328891;121328891;121328891;121328891;121328891;121328891;121328891;121328891;121329238;121329238;121329238;121329238;121329238;121329238;121329238;121329238;121329238;121331388;121331388;121331388;121331388;121331388;121331388;121331388;121331388;121331388;121331388;121332434;121332434;121332434;121332434;121332434;121332434;121332434;121332434;121332434	121207897;121207897;121209397;121209397;121210329;121210329;121210867;121210867;121231303;121231303;121248323;121265297;121265186;121265754;121268219;121268219;121268219;121268219;121281562;121281562;121281562;121281562;121281562;121282550;121282550;121283392;121286185;121286185;121286761;121297842;121300005;121300126;121300126;121300126;121302167;121302167;121302167;121302167;121302149;121302167;121302167;121302167;121302167;121302167;121303065;121303065;121303065;121303065;121303065;121303065;121303065;121303065;121303065;121314023;121310845;121310845;121310845;121310845;121310845;121310845;121310845;121310845;121310845;121312488;121312488;121312488;121312488;121312488;121312488;121312475;121312488;121312488;121312488;121314023;121314023;121314023;121314023;121314023;121314023;121314023;121314023;121317886;121317218;121317218;121317218;121317218;121317218;121317218;121317218;121317218;121318494;121318494;121318494;121318494;121318494;121318494;121318494;121318494;121318880;121318880;121318880;121318880;121318880;121318880;121318880;121318880;121318880;121321401;121321401;121321401;121321401;121321311;121321401;121321401;121321401;121321401;121324644;121324644;121324644;121324644;121324644;121324644;121324644;121324644;121326682;121326682;121326682;121326682;121326682;121326682;121326682;121326682;121326792;121327482;121327482;121327482;121327482;121327482;121327482;121327482;121327482;121327482;121329315;121329015;121329015;121329015;121329015;121329015;121329015;121329015;121329015;121329015;121329315;121329315;121329315;121329315;121329315;121329315;121329315;121329315;121329315;121331448;121331890;121331448;121331448;121331448;121331448;121331448;121331448;121331448;121331448;121332589;121332662;121332842;121332656;121332646;121332843;121332732;121332738;121332843	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11018	6562
ENSG00000171501.10	chr9;chr9;chr9	122553112;122553224;122555162	122554214;122554135;122555173	+;+;+	1115	0
ENSG00000171481.4	chr9	122675036	122676153	+	1118	0
ENSG00000011454.18	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	122940833;122941020;122941020;122941020;122941033;122941090;122945332;122957011;122957011;122957011;122957011;122957011;122957149;122971665;122984485;122984485;122984485;122984485;122984485;122986215;122986215;122986215;122986215;122986215;122989297;122989297;122989297;122989297;122990056;122990056;122990056;122990163;122996041;122996041;122996041;122996041;122996539;122996539;122996539;122997259;122997259;122997259;122998597;122998597;123010354;123010354;123015543;123015543;123020309;123020309;123033509;123033667;123065348;123065348;123065348;123065348;123070350;123070350;123070350;123070350;123071412;123073552;123073552;123073552;123073552;123073560;123074285;123074285;123074285;123074285;123074285;123076245;123076245;123076245;123076634;123076634;123076634;123089552;123089758;123089758;123090275;123090275;123090275;123097741;123097741;123097741;123098715;123098715;123099478;123099478;123101566;123101566;123103091;123103091	122940897;122941093;122941093;122941093;122941088;122941093;122945432;122957209;122957209;122957209;122957209;122957209;122957209;122971952;122984671;122984719;122984719;122984719;122984719;122986419;122986419;122986419;122986416;122986419;122989471;122989471;122990769;122989471;122990213;122990213;122990213;122990213;122996151;122996320;122996151;122996151;122996605;122996605;122996605;122997335;122997361;122997361;122998766;122998766;123010528;123010528;123015636;123015636;123020459;123020459;123033742;123033742;123065601;123065461;123065461;123065601;123070424;123070424;123070424;123070424;123071501;123073677;123073677;123073677;123073677;123073677;123074317;123074428;123074310;123074428;123074428;123076286;123076286;123076286;123076999;123076762;123076762;123089850;123089850;123089850;123090385;123090385;123090385;123097753;123097845;123097845;123098798;123098798;123099549;123099549;123101763;123101763;123104866;123103268	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7656	2264
ENSG00000207991.1	chr9	123402525	123402603	-	79	0
ENSG00000234921.1	chr9;chr9;chr9	124031624;124031972;124032290	124031873;124032067;124032524	-;-;-	581	0
ENSG00000243845.3	chr9	125512902	125513207	-	306	1
ENSG00000201302.1	chr9	127448501	127448630	-	130	12
ENSG00000222455.1	chr9	127841112	127841222	-	111	0
ENSG00000230848.1	chr9;chr9	128039135;128057156	128039307;128057362	-;-	380	0
ENSG00000148334.15	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	128120693;128120694;128120694;128120723;128120751;128120752;128122362;128122362;128122362;128122362;128122362;128122362;128122446;128122448;128122466;128122934;128122934;128122934;128122934;128122934;128122934;128122934;128122991;128123008;128123122;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128123702;128124331;128124492;128124492;128124492;128124492;128124492;128124492;128124492;128124492;128124492;128124492;128124492;128124779;128124779;128124779;128124779;128124779;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125244;128125376;128125376;128127439;128127439;128127439;128127439;128127439;128127439;128128055;128128055;128128055;128128248;128128248;128128248	128121273;128121273;128121273;128121273;128121273;128121273;128123134;128122646;128123134;128122479;128122479;128122479;128122479;128122479;128122479;128123134;128123134;128123134;128123134;128123134;128123134;128123134;128123134;128123134;128123134;128123851;128123851;128123851;128123851;128123847;128123847;128123851;128123755;128123851;128123851;128123847;128123851;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124550;128124871;128124871;128124871;128124871;128124871;128125441;128125441;128125441;128125441;128125441;128125336;128125441;128125283;128125253;128125441;128125441;128125283;128125441;128125441;128125441;128127711;128127709;128127724;128127675;128127717;128127729;128128114;128128146;128128188;128128418;128128395;128128462	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2655	6201
